"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:11:25";"303,0"
"2021-11-26 16:17:49";"290,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:11:25";"303,0"
"2021-11-26 16:17:49";"290,0"
"2021-11-26 16:24:14";"280,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:30:39";"270,0"
"2021-11-26 16:37:04";"266,0"
"2021-11-26 16:11:25";"303,0"
"2021-11-26 16:17:49";"290,0"
"2021-11-26 16:24:14";"280,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 16:43:29";"261,0"
"2021-11-26 16:49:53";"253,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:30:39";"270,0"
"2021-11-26 16:37:04";"266,0"
"2021-11-26 16:11:25";"303,0"
"2021-11-26 16:17:49";"290,0"
"2021-11-26 16:24:14";"280,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 16:43:29";"261,0"
"2021-11-26 16:49:53";"253,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:30:39";"270,0"
"2021-11-26 16:37:04";"266,0"
"2021-11-26 16:11:25";"303,0"
"2021-11-26 16:17:49";"290,0"
"2021-11-26 16:24:14";"280,0"
"2021-11-26 16:56:18";"251,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 16:43:29";"261,0"
"2021-11-26 16:49:53";"253,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:30:39";"270,0"
"2021-11-26 16:37:04";"266,0"
"2021-11-26 16:11:25";"303,0"
"2021-11-26 16:17:49";"290,0"
"2021-11-26 16:24:14";"280,0"
"2021-11-26 17:02:43";"248,0"
"2021-11-26 17:09:08";"242,0"
"2021-11-26 16:56:18";"251,0"
"2021-11-26 16:05:00";"316,0"
"2021-11-26 16:43:29";"261,0"
"2021-11-26 16:49:53";"253,0"
"2021-11-26 15:11:46";"325,0"
"2021-11-26 15:18:09";"312,0"
"2021-11-26 16:30:39";"270,0"
"2021-11-26 16:37:04";"266,0"
"2021-11-26 17:15:33";"244,0"
"2021-11-26 16:11:25";"303,0"
"2021-11-26 16:17:49";"290,0"
"2021-11-26 16:24:14";"280,0"
"2021-11-26 17:02:43";"248,0"
"2021-11-26 17:09:08";"242,0"
"2021-11-26 16:56:18";"251,0"
