"2021-11-26 15:11:46";"2,9"
"2021-11-26 15:18:09";"2,7"
"2021-11-26 15:11:46";"2,9"
"2021-11-26 15:18:09";"2,7"
"2021-11-26 16:05:00";"88,0"
"2021-11-26 15:11:46";"2,9"
"2021-11-26 15:18:09";"2,7"
"2021-11-26 16:05:00";"88,0"
"2021-11-26 15:11:46";"2,9"
"2021-11-26 15:18:09";"2,7"
"2021-11-26 16:11:25";"127,0"
"2021-11-26 16:17:49";"127,1"
"2021-11-26 16:05:00";"88,0"
"2021-11-26 15:11:46";"2,9"
"2021-11-26 15:18:09";"2,7"
"2021-11-26 16:11:25";"127,0"
"2021-11-26 16:17:49";"127,1"
"2021-11-26 16:24:14";"127,5"
